"Provisional weekly death counts, by age group and sex c 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15"
"Frequency: Weekly"
"Table: 13-10-0768-01"
"Release date: 2023-05-11"
"Geography: Canada, Province or territory"
""
""

,"Age at time of death","Age at time of death, all ages 18",,
,"Sex","Both sexes 19","Males","Females"
,"Characteristics 17","Number of deaths","Number of deaths","Number of deaths"
"Geography, place of occurrence 16","Reference period"
,,"Number",,
,"July 16, 2011","30","15","15"
,"July 23, 2011","20","10","10"
,"July 30, 2011","15","5","10"
,"August 6, 2011","25","15","10"
,"August 13, 2011","20","10","10"
,"August 20, 2011","20","15","5"
,"August 27, 2011","25","15","10"
,"September 3, 2011","20","15","5"
,"September 10, 2011","20","10","10"
,"September 17, 2011","35","15","20"
,"September 24, 2011","25","15","10"
,"October 1, 2011","15","5","10"
,"October 8, 2011","25","15","10"
,"October 15, 2011","25","10","15"
,"October 22, 2011","25","15","10"
,"October 29, 2011","25","10","15"
,"November 5, 2011","25","10","15"
,"November 12, 2011","20","10","10"
,"November 19, 2011","30","15","15"
,"November 26, 2011","25","20","5"
,"December 3, 2011","10","0","10"
,"December 10, 2011","20","10","10"
,"December 17, 2011","25","15","10"
,"December 24, 2011","30","10","20"
,"December 31, 2011","25","10","15"
,"January 7, 2012","25","15","10"
,"January 14, 2012","25","15","10"
,"January 21, 2012","15","5","10"
,"January 28, 2012","30","20","10"
,"February 4, 2012","20","10","10"
,"February 11, 2012","20","10","10"
,"February 18, 2012","30","15","15"
,"February 25, 2012","15","10","5"
,"March 3, 2012","20","5","15"
,"March 10, 2012","30","15","15"
,"March 17, 2012","20","15","5"
,"March 24, 2012","35","15","20"
,"March 31, 2012","30","10","20"
,"April 7, 2012","25","15","10"
,"April 14, 2012","20","10","10"
,"April 21, 2012","30","15","15"
,"April 28, 2012","20","15","5"
,"May 5, 2012","30","10","20"
,"May 12, 2012","20","5","15"
,"May 19, 2012","25","10","15"
,"May 26, 2012","20","10","10"
,"June 2, 2012","25","10","15"
,"June 9, 2012","25","10","15"
,"June 16, 2012","20","15","5"
,"June 23, 2012","25","10","15"
,"June 30, 2012","20","10","10"
,"July 7, 2012","25","15","10"
,"July 14, 2012","25","10","15"
,"July 21, 2012","15","5","10"
,"July 28, 2012","15","15","0"
,"August 4, 2012","25","10","15"
,"August 11, 2012","25","10","15"
,"August 18, 2012","25","10","15"
,"August 25, 2012","20","10","10"
,"September 1, 2012","20","10","10"
,"September 8, 2012","20","5","15"
,"September 15, 2012","20","15","5"
,"September 22, 2012","25","10","15"
,"September 29, 2012","20","10","10"
,"October 6, 2012","20","10","10"
,"October 13, 2012","20","10","10"
,"October 20, 2012","20","10","10"
,"October 27, 2012","20","10","10"
,"November 3, 2012","20","10","10"
,"November 10, 2012","25","10","15"
,"November 17, 2012","25","10","15"
,"November 24, 2012","20","15","5"
,"December 1, 2012","30","15","15"
,"December 8, 2012","25","15","10"
,"December 15, 2012","30","5","25"
,"December 22, 2012","25","10","15"
,"December 29, 2012","20","10","10"
,"January 5, 2013","30","20","10"
,"January 12, 2013","35","15","20"
,"January 19, 2013","20","10","10"
,"January 26, 2013","20","5","15"
,"February 2, 2013","35","20","15"
,"February 9, 2013","25","15","10"
,"February 16, 2013","15","5","10"
,"February 23, 2013","15","10","5"
,"March 2, 2013","30","15","15"
,"March 9, 2013","25","15","10"
,"March 16, 2013","25","15","10"
,"March 23, 2013","20","10","10"
,"March 30, 2013","20","10","10"
,"April 6, 2013","25","15","10"
,"April 13, 2013","20","10","10"
,"April 20, 2013","25","10","15"
,"April 27, 2013","20","10","10"
,"May 4, 2013","20","5","15"
,"May 11, 2013","30","15","15"
,"May 18, 2013","25","15","10"
,"May 25, 2013","25","10","15"
,"June 1, 2013","20","10","10"
,"June 8, 2013","25","15","10"
,"June 15, 2013","20","15","5"
,"June 22, 2013","25","10","15"
,"June 29, 2013","25","15","10"
,"July 6, 2013","25","15","10"
,"July 13, 2013","20","10","10"
,"July 20, 2013","30","20","10"
,"July 27, 2013","20","15","5"
,"August 3, 2013","15","15","0"
,"August 10, 2013","25","15","10"
,"August 17, 2013","20","10","10"
,"August 24, 2013","25","5","20"
,"August 31, 2013","25","10","15"
,"September 7, 2013","20","5","15"
,"September 14, 2013","15","10","5"
,"September 21, 2013","15","10","5"
,"September 28, 2013","25","15","10"
,"October 5, 2013","20","10","10"
,"October 12, 2013","30","15","15"
,"October 19, 2013","35","20","15"
,"October 26, 2013","30","15","15"
,"November 2, 2013","10","5","5"
,"November 9, 2013","30","15","15"
,"November 16, 2013","35","25","10"
,"November 23, 2013","20","10","10"
,"November 30, 2013","20","10","10"
,"December 7, 2013","25","10","15"
,"December 14, 2013","15","5","10"
,"December 21, 2013","25","10","15"
,"December 28, 2013","30","15","15"
,"January 4, 2014","30","15","15"
,"January 11, 2014","20","10","10"
,"January 18, 2014","30","15","15"
,"January 25, 2014","15","5","10"
,"February 1, 2014","20","10","10"
,"February 8, 2014","20","10","10"
,"February 15, 2014","25","10","15"
,"February 22, 2014","25","10","15"
,"March 1, 2014","25","15","10"
,"March 8, 2014","30","15","15"
,"March 15, 2014","30","15","15"
,"March 22, 2014","15","5","10"
,"March 29, 2014","30","20","10"
,"April 5, 2014","15","10","5"
,"April 12, 2014","30","15","15"
,"April 19, 2014","30","15","15"
,"April 26, 2014","20","5","15"
,"May 3, 2014","20","10","10"
,"May 10, 2014","25","10","15"
,"May 17, 2014","20","5","15"
,"May 24, 2014","30","15","15"
,"May 31, 2014","20","15","5"
,"June 7, 2014","25","10","15"
,"June 14, 2014","20","10","10"
,"June 21, 2014","30","10","20"
,"June 28, 2014","30","15","15"
,"July 5, 2014","30","20","10"
,"July 12, 2014","30","20","10"
,"July 19, 2014","20","5","15"
,"July 26, 2014","20","10","10"
,"August 2, 2014","15","10","5"
,"August 9, 2014","20","10","10"
,"August 16, 2014","35","10","25"
,"August 23, 2014","25","15","10"
,"August 30, 2014","25","20","5"
,"September 6, 2014","15","10","5"
,"September 13, 2014","35","15","20"
,"September 20, 2014","25","10","15"
,"September 27, 2014","15","10","5"
,"October 4, 2014","20","10","10"
,"October 11, 2014","30","15","15"
,"October 18, 2014","30","10","20"
,"October 25, 2014","20","10","10"
,"November 1, 2014","30","20","10"
,"November 8, 2014","20","15","5"
,"November 15, 2014","30","15","15"
,"November 22, 2014","20","5","15"
,"November 29, 2014","35","20","15"
,"December 6, 2014","35","10","25"
,"December 13, 2014","20","10","10"
,"December 20, 2014","35","15","20"
,"December 27, 2014","15","5","10"
,"January 3, 2015","25","10","15"
,"January 10, 2015","25","5","20"
,"January 17, 2015","35","15","20"
,"January 24, 2015","20","10","10"
,"January 31, 2015","25","15","10"
,"February 7, 2015","30","20","10"
,"February 14, 2015","25","10","15"
,"February 21, 2015","30","20","10"
,"February 28, 2015","25","10","15"
,"March 7, 2015","30","15","15"
,"March 14, 2015","25","15","10"
,"March 21, 2015","35","15","20"
,"March 28, 2015","25","15","10"
,"April 4, 2015","25","10","15"
,"April 11, 2015","25","10","15"
,"April 18, 2015","30","10","20"
,"April 25, 2015","25","15","10"
,"May 2, 2015","35","10","25"
,"May 9, 2015","20","10","10"
,"May 16, 2015","30","15","15"
,"May 23, 2015","25","10","15"
,"May 30, 2015","15","5","10"
,"June 6, 2015","25","15","10"
,"June 13, 2015","30","15","15"
,"June 20, 2015","20","10","10"
,"June 27, 2015","15","5","10"
,"July 4, 2015","25","15","10"
,"July 11, 2015","20","10","10"
,"July 18, 2015","20","15","5"
,"July 25, 2015","25","10","15"
,"August 1, 2015","30","15","15"
,"August 8, 2015","15","10","5"
,"August 15, 2015","15","15","0"
,"August 22, 2015","15","5","10"
,"August 29, 2015","20","10","10"
,"September 5, 2015","20","10","10"
,"September 12, 2015","25","15","10"
,"September 19, 2015","20","10","10"
,"September 26, 2015","30","10","20"
,"October 3, 2015","15","5","10"
,"October 10, 2015","25","10","15"
,"October 17, 2015","20","10","10"
,"October 24, 2015","30","15","15"
,"October 31, 2015","15","5","10"
,"November 7, 2015","20","10","10"
,"November 14, 2015","20","10","10"
,"November 21, 2015","15","10","5"
,"November 28, 2015","20","10","10"
,"December 5, 2015","30","15","15"
,"December 12, 2015","30","15","15"
,"December 19, 2015","20","5","15"
,"December 26, 2015","20","10","10"
,"January 2, 2016","25","15","10"
,"January 9, 2016","30","15","15"
,"January 16, 2016","20","10","10"
,"January 23, 2016","15","10","5"
,"January 30, 2016","25","15","10"
,"February 6, 2016","15","5","10"
,"February 13, 2016","15","5","10"
,"February 20, 2016","25","5","20"
,"February 27, 2016","20","10","10"
,"March 5, 2016","15","5","10"
,"March 12, 2016","25","10","15"
,"March 19, 2016","20","10","10"
,"March 26, 2016","20","10","10"
,"April 2, 2016","25","15","10"
,"April 9, 2016","20","10","10"
,"April 16, 2016","20","15","5"
,"April 23, 2016","25","10","15"
,"April 30, 2016","20","15","5"
,"May 7, 2016","25","15","10"
,"May 14, 2016","20","10","10"
,"May 21, 2016","20","15","5"
,"May 28, 2016","15","5","10"
,"June 4, 2016","15","10","5"
,"June 11, 2016","15","5","10"
,"June 18, 2016","25","15","10"
,"June 25, 2016","20","15","5"
,"July 2, 2016","10","5","5"
,"July 9, 2016","20","15","5"
,"July 16, 2016","20","5","15"
,"July 23, 2016","20","10","10"
,"July 30, 2016","10","10","0"
,"August 6, 2016","25","15","10"
,"August 13, 2016","25","15","10"
,"August 20, 2016","35","15","20"
,"August 27, 2016","10","5","5"
,"September 3, 2016","25","10","15"
,"September 10, 2016","20","10","10"
,"September 17, 2016","20","5","15"
,"September 24, 2016","20","10","10"
,"October 1, 2016","20","10","10"
,"October 8, 2016","30","20","10"
,"October 15, 2016","30","20","10"
,"October 22, 2016","20","15","5"
,"October 29, 2016","25","15","10"
,"November 5, 2016","20","10","10"
,"November 12, 2016","15","5","10"
,"November 19, 2016","15","5","10"
,"November 26, 2016","20","10","10"
,"December 3, 2016","25","10","15"
,"December 10, 2016","30","15","15"
,"December 17, 2016","15","5","10"
,"December 24, 2016","25","15","10"
,"December 31, 2016","30","10","20"
,"January 7, 2017","30","15","10"
,"January 14, 2017","30","20","10"
,"January 21, 2017","30","25","5"
,"January 28, 2017","25","5","15"
,"February 4, 2017","35","15","15"
,"February 11, 2017","35","20","15"
,"February 18, 2017","30","15","15"
,"February 25, 2017","20","10","10"
,"March 4, 2017","30","15","20"
,"March 11, 2017","25","15","10"
,"March 18, 2017","30","20","15"
,"March 25, 2017","25","10","15"
,"April 1, 2017","20","5","15"
,"April 8, 2017","20","10","5"
,"April 15, 2017","20","15","5"
,"April 22, 2017","25","10","15"
,"April 29, 2017","30","15","15"
,"May 6, 2017","25","15","15"
,"May 13, 2017","25","15","10"
,"May 20, 2017","20","10","10"
,"May 27, 2017","20","5","10"
,"June 3, 2017","15","10","10"
,"June 10, 2017","15","5","10"
,"June 17, 2017","30","10","15"
,"June 24, 2017","20","5","10"
,"July 1, 2017","25","15","10"
,"July 8, 2017","20","10","10"
,"July 15, 2017","20","10","10"
,"July 22, 2017","20","10","10"
,"July 29, 2017","25","20","10"
,"August 5, 2017","25","15","10"
,"August 12, 2017","20","10","10"
,"August 19, 2017","25","15","10"
,"August 26, 2017","25","10","15"
,"September 2, 2017","25","10","20"
,"September 9, 2017","20","15","5"
,"September 16, 2017","25","20","5"
,"September 23, 2017","30","20","15"
,"September 30, 2017","25","15","10"
,"October 7, 2017","25","10","10"
,"October 14, 2017","20","5","10"
,"October 21, 2017","20","10","10"
,"October 28, 2017","15","5","5"
,"November 4, 2017","25","15","10"
,"November 11, 2017","35","15","20"
,"November 18, 2017","20","10","5"
,"November 25, 2017","35","15","20"
,"December 2, 2017","25","15","10"
,"December 9, 2017","15","10","10"
,"December 16, 2017","30","20","10"
,"December 23, 2017","30","10","15"
,"December 30, 2017","35","20","15"
,"January 6, 2018","25","15","10"
,"January 13, 2018","25","15","10"
,"January 20, 2018","35","15","20"
,"January 27, 2018","30","15","20"
,"February 3, 2018","30","15","15"
,"February 10, 2018","25","15","10"
,"February 17, 2018","25","15","15"
,"February 24, 2018","30","15","15"
,"March 3, 2018","40","20","20"
,"March 10, 2018","20","10","10"
,"March 17, 2018","25","15","15"
,"March 24, 2018","25","15","10"
,"March 31, 2018","25","20","5"
,"April 7, 2018","20","10","10"
,"April 14, 2018","30","15","15"
,"April 21, 2018","30","10","20"
,"April 28, 2018","20","5","10"
,"May 5, 2018","30","15","20"
,"May 12, 2018","20","10","10"
,"May 19, 2018","25","10","15"
,"May 26, 2018","25","20","5"
,"June 2, 2018","20","15","10"
,"June 9, 2018","25","10","15"
,"June 16, 2018","25","10","10"
,"June 23, 2018","30","15","10"
,"June 30, 2018","35","15","20"
,"July 7, 2018","25","15","10"
,"July 14, 2018","20","15","5"
,"July 21, 2018","15","10","0"
,"July 28, 2018","20","15","5"
,"August 4, 2018","25","15","10"
,"August 11, 2018","25","10","15"
,"August 18, 2018","30","15","15"
,"August 25, 2018","30","10","15"
,"September 1, 2018","35","20","10"
,"September 8, 2018","25","10","15"
,"September 15, 2018","20","15","10"
,"September 22, 2018","25","15","10"
,"September 29, 2018","25","10","15"
,"October 6, 2018","30","15","20"
,"October 13, 2018","30","15","15"
,"October 20, 2018","25","15","15"
,"October 27, 2018","20","10","5"
,"November 3, 2018","25","15","10"
,"November 10, 2018","30","15","15"
,"November 17, 2018","25","10","15"
,"November 24, 2018","25","15","10"
,"December 1, 2018","20","10","10"
,"December 8, 2018","20","5","10"
,"December 15, 2018","30","15","15"
,"December 22, 2018","20","15","10"
,"December 29, 2018","30","10","20"
,"January 5, 2019","30","15","15"
,"January 12, 2019","20","10","10"
,"January 19, 2019","20","15","15"
,"January 26, 2019","35","15","15"
,"February 2, 2019","25","10","10"
,"February 9, 2019","30","15","15"
,"February 16, 2019","15","5","5"
,"February 23, 2019","25","15","10"
,"March 2, 2019","30","15","15"
,"March 9, 2019","15","10","5"
,"March 16, 2019","20","10","10"
,"March 23, 2019","30","20","15"
,"March 30, 2019","30","20","15"
,"April 6, 2019","30","15","10"
,"April 13, 2019","25","10","15"
,"April 20, 2019","35","15","15"
,"April 27, 2019","30","15","10"
,"May 4, 2019","20","10","10"
,"May 11, 2019","30","15","15"
,"May 18, 2019","20","15","5"
,"May 25, 2019","25","10","15"
,"June 1, 2019","25","10","15"
,"June 8, 2019","25","15","10"
,"June 15, 2019","30","15","15"
,"June 22, 2019","20","10","10"
,"June 29, 2019","30","10","15"
,"July 6, 2019","25","15","5"
,"July 13, 2019","20","5","10"
,"July 20, 2019","30","20","15"
,"July 27, 2019","25","15","10"
,"August 3, 2019","25","10","15"
,"August 10, 2019","15","5","15"
,"August 17, 2019","35","15","15"
,"August 24, 2019","25","10","15"
,"August 31, 2019","30","10","20"
,"September 7, 2019","35","15","20"
,"September 14, 2019","25","10","15"
,"September 21, 2019","25","5","15"
,"September 28, 2019","30","15","15"
,"October 5, 2019","30","10","15"
,"October 12, 2019","25","10","15"
,"October 19, 2019","25","15","15"
,"October 26, 2019","20","10","10"
,"November 2, 2019","20","15","5"
,"November 9, 2019","20","5","10"
,"November 16, 2019","25","10","10"
,"November 23, 2019","25","15","15"
,"November 30, 2019","30","15","15"
,"December 7, 2019","30","20","15"
,"December 14, 2019","25","15","5"
,"December 21, 2019","15","10","5"
,"December 28, 2019","35","20","15"
,"January 4, 2020","30","25","10"
,"January 11, 2020","30","10","20"
,"January 18, 2020","35","20","15"
,"January 25, 2020","25","10","15"
,"February 1, 2020","35","15","20"
,"February 8, 2020","20","10","10"
,"February 15, 2020","25","15","10"
,"February 22, 2020","25","10","15"
,"February 29, 2020","30","15","15"
,"March 7, 2020","25","15","15"
,"March 14, 2020","25","10","5"
,"March 21, 2020","30","15","15"
,"March 28, 2020","25","15","15"
,"April 4, 2020","30","15","15"
,"April 11, 2020","15","5","5"
,"April 18, 2020","30","20","10"
,"April 25, 2020","25","15","10"
,"May 2, 2020","20","15","10"
,"May 9, 2020","30","20","10"
,"May 16, 2020","30","10","15"
,"May 23, 2020","35","15","20"
,"May 30, 2020","25","10","10"
,"June 6, 2020","30","20","10"
,"June 13, 2020","25","5","15"
,"June 20, 2020","25","15","10"
,"June 27, 2020","20","10","15"
,"July 4, 2020","30","15","10"
,"July 11, 2020","25","10","10"
,"July 18, 2020","15","10","10"
,"July 25, 2020","30","10","20"
,"August 1, 2020","25","10","15"
,"August 8, 2020","20","10","15"
,"August 15, 2020","25","15","10"
,"August 22, 2020","25","15","15"
,"August 29, 2020","25","10","15"
,"September 5, 2020","30","15","15"
,"September 12, 2020","30","20","10"
,"September 19, 2020","25","15","5"
,"September 26, 2020","20","10","15"
,"October 3, 2020","30","15","15"
,"October 10, 2020","25","15","5"
,"October 17, 2020","25","15","10"
,"October 24, 2020","15","10","5"
,"October 31, 2020","25","15","5"
,"November 7, 2020","20","10","10"
,"November 14, 2020","20","10","10"
,"November 21, 2020","20","10","10"
,"November 28, 2020","30","15","15"
,"December 5, 2020","25","15","10"
,"December 12, 2020","25","15","15"
,"December 19, 2020","30","15","15"
,"December 26, 2020","25","15","10"
,"January 2, 2021","35","20","15"
,"January 9, 2021","25","20","5"
,"January 16, 2021","40","25","15"
,"January 23, 2021","35","15","15"
,"January 30, 2021","30","10","20"
,"February 6, 2021","30","5","15"
,"February 13, 2021","25","15","15"
,"February 20, 2021","20","15","5"
,"February 27, 2021","25","15","10"
,"March 6, 2021","20","10","10"
,"March 13, 2021","20","10","15"
,"March 20, 2021","15","10","10"
,"March 27, 2021","25","20","5"
,"April 3, 2021","40","10","25"
,"April 10, 2021","30","20","10"
,"April 17, 2021","25","20","5"
,"April 24, 2021","25","15","10"
,"May 1, 2021","30","15","15"
,"May 8, 2021","30","15","20"
,"May 15, 2021","35","20","15"
,"May 22, 2021","25","10","15"
,"May 29, 2021","30","10","15"
,"June 5, 2021","30","20","10"
,"June 12, 2021","25","15","10"
,"June 19, 2021","30","10","20"
,"June 26, 2021","25","10","10"
,"July 3, 2021","35","15","15"
,"July 10, 2021","20","10","15"
,"July 17, 2021","25","15","10"
,"July 24, 2021","30","15","15"
,"July 31, 2021","25","5","15"
,"August 7, 2021","25","15","10"
,"August 14, 2021","20","5","15"
,"August 21, 2021","20","10","5"
,"August 28, 2021","30","15","20"
,"September 4, 2021","35","20","15"
,"September 11, 2021","20","10","10"
,"September 18, 2021","25","15","10"
,"September 25, 2021","20","10","15"
,"October 2, 2021","40","15","20"
,"October 9, 2021","20","10","10"
,"October 16, 2021","30","15","15"
,"October 23, 2021","15","5","5"
,"October 30, 2021","30","15","10"
,"November 6, 2021","30","20","10"
,"November 13, 2021","30","20","15"
,"November 20, 2021","30","15","20"
,"November 27, 2021","35","20","15"
,"December 4, 2021","30","15","10"
,"December 11, 2021","25","15","15"
,"December 18, 2021","35","20","15"
,"December 25, 2021","35","30","15"
,"January 1, 2022","20","15","5"
,"January 8, 2022","30","15","15"
,"January 15, 2022","40","25","15"
,"January 22, 2022","30","20","15"
,"January 29, 2022","35","10","25"
,"February 5, 2022","25","10","15"
,"February 12, 2022","25","15","10"
,"February 19, 2022","30","15","10"
,"February 26, 2022","35","25","15"
,"March 5, 2022","35","15","15"
,"March 12, 2022","30","15","15"
